time_intervals,cerealia,cyperaceae,poeceae ,trees,crops,herbaceous_plants
-700 to -601,0,0.043789097,0.013404826,0.840929401,0.00893655,0
-700 to -601,0,0.123778502,0.071009772,0.665798046,0.00781759,0.005863192
-700 to -601,0.00137741,0.053719008,0.115702479,0.739669421,0,0.004132231
-700 to -601,0,0.006850569,0.065588813,0.865342719,0.000963391,0.013621015
-700 to -601,0,0.059616749,0.011355571,0.787792761,0.000709723,0.004258339
-700 to -601,0,0.002389486,0.009557945,0.971326165,0,0
-700 to -601,0.002833544,0.19316494,0.295043127,0.244090969,0.011301253,0.074270523
-600 to -501,0,0,0.014026403,0.725247525,0,0.004125413
-600 to -501,2.78E-05,0.000177367,0.002384493,0.042672657,3.33E-05,0.000199759
-600 to -501,0,0.355604638,0.106018774,0.34180011,0.007178355,0.023191607
-600 to -501,0.003303478,0.034596152,0.156533657,0.184146317,0.023626396,0.066014339
-600 to -501,0.000282326,0.008648506,0.023267165,0.534077798,0.002465102,0.067673539
-600 to -501,0.005847953,0.023391813,0.029239766,0.777777778,0.005847953,0.01754386
-600 to -501,0.001823154,0.008204193,0.072926162,0.793983592,0.000911577,0.012762078
-600 to -501,0,0.003339387,0.014030323,0.961871091,0.003463528,0.000912035
-600 to -501,0,0.027681661,0.03633218,0.814878893,0.006920415,0.032871972
-600 to -501,0,0.013157895,0.020676692,0.704887218,0,0.001879699
-600 to -501,0.00074184,0.513353116,0.052299703,0.143916914,0.107566766,0.008531157
-600 to -501,0.002008032,0.015779536,0.044566325,0.708056105,0.003251813,0.011238986
-600 to -501,0,0.072164948,0.037800687,0.790378007,0.010309278,0.010309278
-600 to -501,0,0.127984085,0.023209549,0.343501326,0.00397878,0.283819629
-600 to -501,0,0.213567839,0.087939698,0.494974874,0.020100503,0.030150754
-600 to -501,0.001383126,0.134163209,0.065006916,0.522821577,0.034578147,0.030428769
-600 to -501,0.002457002,0.027027027,0.196560197,0.319410319,0.007371007,0.071253071
-600 to -501,0.002188184,0.100656455,0.043763676,0.803063457,0,0.01750547
-600 to -501,0.002247425,0.005200151,0.043292409,0.65015357,0.004507651,0.023974677
-600 to -501,0.004823151,0.065916399,0.316720257,0.416398714,0.059485531,0.008038585
-600 to -501,0,0.00060241,0.002409639,0.548795181,0,0.00060241
-600 to -501,0.002816901,0.070422535,0.056338028,0.673239437,0.005633803,0.008450704
-600 to -501,0,0.102777778,0.061111111,0.694444444,0.041666667,0.033333333
-600 to -501,0.001680672,0.008403361,0.006722689,0.884033613,0.001680672,0
-600 to -501,0.00257732,0.193298969,0.167525773,0.381443299,0.043814433,0.059278351
-600 to -501,0,0.006886375,0.048204624,0.215445155,0.00245942,0.015740285
-600 to -501,0,0.111861138,0.128254581,0.671166827,0.010607522,0.023143684
-600 to -501,0.001331558,0.042609854,0.029294274,0.521970706,0.005326232,0.009320905
-600 to -501,0.001417434,0.024096386,0.018426648,0.931963147,0.002126152,0.006378455
-600 to -501,0.000713267,0.00595142,0.028307976,0.925972754,0,0.00966541
-600 to -501,0,0.005434783,0.086956522,0.798913043,0.002717391,0.005434783
-600 to -501,0,0.004065041,0.004645761,0.947154472,0,0.00116144
-600 to -501,0,0.011379801,0.022759602,0.914651494,0.001422475,0.028449502
-600 to -501,0,0.011278195,0.022556391,0.432330827,0.022556391,0.067669173
-600 to -501,0.006289308,0.213836478,0.103773585,0.13836478,0.003144654,0.050314465
-600 to -501,0,0,0.052023121,0.869942197,0.001445087,0.015895954
-600 to -501,0.004747588,0.025106774,0.033369141,0.758339792,0.008356249,0.017091268
-600 to -501,0.002155407,0.017060635,0.08796881,0.791862099,0.008020626,0.030838238
-600 to -501,0.000603865,0.003657079,0.020035369,0.883118284,0.000603865,0.004898699
-600 to -501,0.000351865,0.002135231,0.012727241,0.761192935,0.001063609,0.006005745
-600 to -501,0.000512769,0.006756295,0.054034196,0.777056209,0.002428076,0.009379147
-600 to -501,6.49E-05,0.005220625,0.028634974,0.680805807,0.000602032,0.005942674
-600 to -501,0,0.002879079,0.011516315,0.966410749,0.001919386,0.003838772
-600 to -501,0,0.195652174,0.297101449,0.326086957,0.02173913,0.123188406
-600 to -501,0,0,0.0048,0.7088,0,0.0016
-600 to -501,0.006729475,0.00807537,0.030955585,0.874831763,0.004037685,0.025572005
-600 to -501,0.001303748,0.023954879,0.058539709,0.871203259,0.003038874,0.003746091
-600 to -501,0.006729475,0.00807537,0.030955585,0.874831763,0.004037685,0.025572005
-600 to -501,0.007168459,0.010752688,0.025089606,0.817204301,0.014336918,0.028673835
-600 to -501,0.000839631,0.012594458,0.116708648,0.748110831,0.003358522,0.04534005
-600 to -501,0.000250264,0.004648886,0.026848715,0.877743119,0.000625797,0.004534517
-600 to -501,0.002898551,0,0.033333333,0.75942029,0.007246377,0.014492754
-600 to -501,0.000527281,0.02592855,0.018497923,0.565571332,0.005814831,0.005460005
-600 to -501,0.000455373,0.007124079,0.04549945,0.869190028,0.00485479,0.022004663
-600 to -501,0,0.032171582,0.032171582,0.741286863,0.002680965,0.008042895
-600 to -501,0.001572327,0.081761006,0.045597484,0.836477987,0.003144654,0.007861635
-600 to -501,0,0.027607362,0.346625767,0.033742331,0.070552147,0.401840491
-600 to -501,0,0.132791328,0.105691057,0.598915989,0.010840108,0.054200542
-600 to -501,0,0.159680639,0.003992016,0.724550898,0.00998004,0.003992016
-600 to -501,0,0.037414966,0.006802721,0.914965986,0,0
-600 to -501,0,0.015974441,0.015974441,0.821086262,0.003194888,0.006389776
-600 to -501,0,0.044416529,0.013958677,0.770314609,0.001059322,0.020548973
-600 to -501,0,0.02143951,0.071975498,0.854517611,0.001531394,0.003062787
-600 to -501,0,0.021750565,0.016824368,0.802184732,0.004802978,0.004889619
-600 to -501,0,0.023696682,0.008293839,0.694312796,0.201421801,0.015402844
-600 to -501,0,0.005868545,0.007042254,0.849765258,0.001173709,0.005868545
-600 to -501,0,0.005181347,0.006908463,0.970639033,0,0.003454231
-600 to -501,0.00342638,0.037636285,0.035423896,0.853204628,0.004586473,0.011493132
-600 to -501,0,0.050974513,0.034482759,0.647676162,0.067466267,0.007496252
-600 to -501,0.001128718,0.010081634,0.035048162,0.906383655,0.004145425,0.012985326
-600 to -501,0,0.221135029,0.007827789,0.478473581,0.004892368,0.005870841
-600 to -501,0.002820378,0.01387605,0.158818277,0.668923319,0.003408613,0.006877626
-600 to -501,0.005774384,0.007382101,0.071918542,0.77327617,0.004385495,0.032525009
-600 to -501,0,0.016949153,0.033898305,0.06779661,0,0.016949153
-600 to -501,0.001424907,0.015389,0.024508407,0.258193217,0.001139926,0.018523796
-600 to -501,0.003558719,0.007117438,0.103202847,0.416370107,0.003558719,0.274021352
-600 to -501,0.00062422,0.021383554,0.017620642,0.693235434,0.008633416,0.013306219
-600 to -501,0,0.082969432,0.021834061,0.794759825,0.013100437,0
-600 to -501,0.002469136,0.103703704,0.034567901,0.711111111,0.022222222,0.004938272
-600 to -501,0.001694915,0.093220339,0.06440678,0.6,0.003389831,0.018644068
-600 to -501,0,0.171867136,0.008807247,0.371665828,0.009058883,0.002516356
-600 to -501,0,0.007838746,0.029115342,0.798432251,0.004479283,0.005599104
-600 to -501,0.001865672,0.013059701,0.039179104,0.880597015,0.001865672,0.020522388
-600 to -501,0,0.005357143,0.019642857,0.839285714,0.001785714,0.005357143
-600 to -501,0,0.003045685,0.017597293,0.895431472,0.000338409,0.002707276
-600 to -501,0,0.003012048,0.021084337,0.93373494,0,0.018072289
-600 to -501,0.00149925,0.083958021,0.023988006,0.815592204,0.002248876,0.008995502
-600 to -501,0.00295858,0.050295858,0.056213018,0.834319527,0.00591716,0.00887574
-600 to -501,0,0.000793651,0.014355909,0.765222018,0.001506918,0.007614972
-600 to -501,0,0.00534188,0.009615385,0.966600112,0.001979123,0.001979123
-600 to -501,0.001123596,0.024972163,0.115629112,0.690201437,0.001123596,0.060512198
-600 to -501,0,0.039915966,0.039915966,0.821428571,0,0.012605042
-600 to -501,0,0.132875143,0.02978236,0.768613975,0.002290951,0.013745704
-600 to -501,0,0.007961783,0.042993631,0.843949045,0.003184713,0.011146497
-600 to -501,0.002871901,0.007103079,0.039609608,0.894515464,0.003262387,0.020932123
-600 to -501,0,0.064610866,0.010279001,0.512481645,0,0.002936858
-600 to -501,0,0.01216545,0.01216545,0.579075426,0.00729927,0.092457421
-600 to -501,0,0.003870968,0.041290323,0.863225806,0.016774194,0.002580645
-600 to -501,0.001237624,0.063368806,0.022416113,0.679433841,0.011194168,0.028604232
-600 to -501,0.000722158,0.006353634,0.035670532,0.891110118,0.002483817,0.017156844
-600 to -501,0.000479157,0.00431241,0.052228079,0.54623862,0.002395783,0.032103498
-600 to -501,0.002229904,0.000691563,0.022129261,0.790804891,0,0.000874891
-600 to -501,0,0.308880309,0.067567568,0.461389961,0.003861004,0.019305019
-600 to -501,0.00141844,0.005743414,0.035021952,0.915140578,0.001488095,0.009215637
-600 to -501,0,0.065306122,0.032653061,0.751020408,0,0.004081633
-600 to -501,0.004366812,0.030567686,0.017467249,0.930131004,0.002183406,0
-600 to -501,0,0.000809389,0.019830028,0.956292999,0,0.000404694
-600 to -501,0,7.52E-05,0.002018116,0.474430665,0.001266576,0.001191422
-600 to -501,0,0.044091542,0.012064672,0.851105322,0.001550388,0.004021557
-600 to -501,0.00511509,0.076726343,0.086956522,0.797953964,0.002557545,0.010230179
-600 to -501,0,0.050235479,0.017268446,0.795918367,0.007849294,0.001569859
-600 to -501,0,0.011605416,0.005802708,0.897485493,0,0
-600 to -501,0.00052896,0.116445472,0.044232124,0.460744767,0.001586879,0.010812014
-600 to -501,0.000182216,0.004910398,0.042611545,0.788726638,0.001279636,0.01313759
-600 to -501,0,0.043513957,0.000821018,0.870279146,0.000821018,0.000821018
-600 to -501,0,0.013157895,0.001461988,0.883040936,0,0.001461988
-600 to -501,0.001290323,0,0.003870968,0.923870968,0.003870968,0.010322581
-600 to -501,0.000515464,0.153279136,0.175354022,0.529020714,0.014778389,0.016430173
-600 to -501,0,0.065934066,0.141287284,0.701726845,0,0.001569859
-600 to -501,0,0.15037594,0.187969925,0.189223058,0.003759398,0.080200501
-600 to -501,0.000943396,0.128301887,0.11509434,0.216981132,0.000943396,0.038679245
-600 to -501,0,0.022820834,0.153610544,0.727859664,0.001010101,0.024799989
-600 to -501,0,0.149012567,0.389587074,0.172351885,0.019748654,0.057450628
-600 to -501,0.001188354,0.079619727,0.025549614,0.684491979,0.001188354,0.005941771
-600 to -501,0,0.005656109,0.005656109,0.968325792,0,0
-600 to -501,0,0.121287129,0.487623762,0.143564356,0.002475248,0.017326733
-500 to -401,0,0.034098361,0.019016393,0.529836066,0.000655738,0.004590164
-500 to -401,5.07E-05,0.000375219,0.008484438,0.043261038,7.92E-05,0.000325097
-500 to -401,0,0.009049774,0.004524887,0.914027149,0,0.004524887
-500 to -401,0.002808989,0.025280899,0.297752809,0.123595506,0.030898876,0.132022472
-500 to -401,0.003454231,0.03626943,0.056994819,0.74611399,0.005181347,0.005181347
-500 to -401,0.001988072,0.061630219,0.069582505,0.566600398,0.005964215,0.017892644
-500 to -401,0.000281849,0.010156239,0.030264587,0.507714858,0.003005078,0.08548732
-500 to -401,0.006289308,0.006289308,0.01572327,0.871069182,0.022012579,0.018867925
-500 to -401,0.00202769,0.005434783,0.088049273,0.829609936,0.005936848,0.012096268
-500 to -401,0,0.004005095,0.016576765,0.950781898,0.003547347,0.005287124
-500 to -401,0.0025,0.033770492,0.055963115,0.645327869,0.00204918,0.013647541
-500 to -401,0,0.157909431,0.048684157,0.646992651,0.035870592,0.010079238
-500 to -401,0,0.085751979,0.009234828,0.387862797,0.003298153,0.351583113
-500 to -401,0.001953125,0.006835938,0.06640625,0.723632813,0.001953125,0.017578125
-500 to -401,0.007109005,0.009478673,0.04028436,0.597156398,0,0.026066351
-500 to -401,0,0.038167939,0.036259542,0.311068702,0,0.108778626
-500 to -401,0,0.141475212,0.065296252,0.494558646,0.033857316,0.048367594
-500 to -401,0.009230769,0.009230769,0.147692308,0.369230769,0.006153846,0.04
-500 to -401,0,0.096774194,0.114369501,0.700879765,0.008797654,0.041055718
-500 to -401,0.008415147,0.004207574,0.039270687,0.514726508,0.014025245,0.057503506
-500 to -401,0,0.000737463,0.002949853,0.609882006,0.000737463,0.002949853
-500 to -401,0,0.075528701,0.069486405,0.622356495,0.012084592,0.021148036
-500 to -401,0.002857143,0.037142857,0.034285714,0.82,0.005714286,0.02
-500 to -401,0.029115342,0.012318029,0.017917133,0.725643897,0.010078387,0.031354983
-500 to -401,0.002439024,0.044640898,0.112140265,0.520394126,0.032133513,0.102215377
-500 to -401,0.000683527,0.019822283,0.092276145,0.305536569,0.000683527,0.021872864
-500 to -401,0.00203666,0.165648337,0.194840462,0.541751527,0.009504413,0.021045485
-500 to -401,0,0.008450704,0.028169014,0.8,0.011267606,0.03943662
-500 to -401,0.001432665,0.229226361,0.073065903,0.52722063,0.010028653,0.068767908
-500 to -401,0.00066313,0.003630407,0.039280956,0.901239036,0.001979786,0.015533132
-500 to -401,0,0.016382253,0.035153584,0.882593857,0.000341297,0.002730375
-500 to -401,0.002443346,0.007847832,0.012893375,0.915366803,0.001010101,0.00225726
-500 to -401,0,0.218181818,0.133333333,0.272727273,0,0.066666667
-500 to -401,0,0.001611605,0.031436029,0.895222326,0.004030959,0.034656641
-500 to -401,0,0,0,0.552173913,0.02173913,0.069565217
-500 to -401,0,0.003067485,0.098159509,0.607361963,0.018404908,0.009202454
-500 to -401,0,0.007220217,0.027075812,0.897111913,0.001805054,0.010830325
-500 to -401,0,0.022052587,0.016963528,0.899915182,0.003392706,0.000848176
-500 to -401,0,0.007540539,0.011041009,0.861346321,0.006078551,0.009002527
-500 to -401,0.001973684,0.013721664,0.058404581,0.858775198,0.004209154,0.01214409
-500 to -401,0.000636132,0.004452926,0.021513855,0.894396443,0.000636132,0.002920616
-500 to -401,0,0.035447761,0.009328358,0.731343284,0.003731343,0.005597015
-500 to -401,0,0.001059082,0.022078532,0.819231406,0.001388463,0.004423829
-500 to -401,0,0.039274924,0.048338369,0.421450151,0.003021148,0.006042296
-500 to -401,0.000473349,0.00465935,0.06130045,0.706853216,0.001899817,0.016748775
-500 to -401,0.000169962,0.005382774,0.036958782,0.685208797,0.001381671,0.00713143
-500 to -401,0,0.001906578,0.020019066,0.955195424,0.000953289,0.003813155
-500 to -401,0.006711409,0.248322148,0.208053691,0.409395973,0.026845638,0.046979866
-500 to -401,0,0.000961538,0.001867336,0.909949833,0.000961538,0
-500 to -401,0,0,0.029032258,0.911290323,0.001612903,0.006451613
-500 to -401,0.001178643,0.034151536,0.059824204,0.85534899,0.003423577,0.003620587
-500 to -401,0,0,0.029032258,0.911290323,0.001612903,0.006451613
-500 to -401,0.005319149,0.04787234,0.122340426,0.667553191,0.013297872,0.045212766
-500 to -401,0.002489627,0.01659751,0.117842324,0.753526971,0.002489627,0.042323651
-500 to -401,0,0.001851852,0.022222222,0.948148148,0,0
-500 to -401,0,0.010500808,0.003231018,0.886106624,0.000807754,0.000807754
-500 to -401,0.000274622,0.006121916,0.03030096,0.860953125,0.000723927,0.003786393
-500 to -401,0,0.005958878,0.02957254,0.760311565,0.003765896,0.014924926
-500 to -401,0.000186393,0.010733532,0.007091842,0.436219611,0.000372284,0.002741243
-500 to -401,0,0,0.017204301,0.924731183,0.002150538,0.021505376
-500 to -401,0.00209937,0.013995801,0.091672498,0.715185444,0.018194542,0.041287614
-500 to -401,0,0.024464832,0.379204893,0.021406728,0.131498471,0.339449541
-500 to -401,0,0,0.084019769,0.182042834,0.004942339,0.018945634
-500 to -401,0,0.080213904,0.058823529,0.727272727,0.002673797,0.032085561
-500 to -401,0,0.018796992,0.003759398,0.921052632,0,0.001879699
-500 to -401,0,0.028985507,0.007246377,0.884057971,0.007246377,0.010869565
-500 to -401,0,0.122966818,0.032530904,0.377358491,0,0.001301236
-500 to -401,0,0.015651602,0.016657638,0.809162668,0.006223237,0.016657638
-500 to -401,0.004319654,0.030237581,0.07775378,0.699784017,0,0.017278618
-500 to -401,0,0.013668134,0.066558433,0.865166712,0.000792393,0.003191511
-500 to -401,0,0.012666748,0.032737085,0.803723017,0.006251516,0.017111327
-500 to -401,0.001375516,0.020632737,0.009628611,0.280605227,0.518569464,0.01650619
-500 to -401,0,0.097142857,0.257142857,0.24,0.048571429,0.288571429
-500 to -401,0,0.00432526,0.013205608,0.964880808,0.002595156,0.001730104
-500 to -401,0.002267574,0.065759637,0.063492063,0.79138322,0.011337868,0.013605442
-500 to -401,0.00063012,0.139886578,0.048519219,0.759924386,0.003780718,0.007561437
-500 to -401,0,0.017159906,0.013365561,0.280343121,0,0.355574351
-500 to -401,0,0.113787674,0.058681961,0.48139901,0.114529915,0.018533513
-500 to -401,0.000384025,0.009138039,0.054470395,0.870784457,0.003430038,0.012620444
-500 to -401,0,0.224289912,0.011753183,0.353574927,0.002938296,0.006856024
-500 to -401,0.005001756,0.006912321,0.147619535,0.677319015,0.000894454,0.01423247
-500 to -401,0.001340483,0.00148368,0.035711729,0.882101177,0.00148368,0.004164645
-500 to -401,0,0,0.038461538,0.127403846,0,0.052884615
-500 to -401,0.000382555,0.015706393,0.034392395,0.329333263,0.003604669,0.023379121
-500 to -401,0.004464286,0.014043661,0.121928663,0.286498295,0.012346243,0.468365607
-500 to -401,0.000645995,0.01469374,0.024764607,0.694966333,0.005312965,0.008496105
-500 to -401,0,0.114442568,0.117460074,0.594479423,0.053739251,0.012576781
-500 to -401,0,0.018382353,0.121323529,0.786764706,0,0
-500 to -401,0.000401768,0.120932101,0.017677782,0.615508236,0.00723182,0.002008839
-500 to -401,0,0.025,0.066666667,0.658333333,0.002777778,0.041666667
-500 to -401,0,0.007331378,0.019061584,0.781524927,0,0.001466276
-500 to -401,0,0.021186441,0.048728814,0.845338983,0.002118644,0.021186441
-500 to -401,0,0.009084725,0.013512103,0.881817409,0,0.004570384
-500 to -401,0.00304878,0,0.024390244,0.951219512,0,0
-500 to -401,0.000157134,0.002803515,0.022661489,0.888591384,0.000327492,0.002423128
-500 to -401,0,0,0.020408163,0.943877551,0,0.005102041
-500 to -401,0.001708817,0.042806908,0.052896709,0.787986304,0.005767431,0.013571259
-500 to -401,0,0.01590106,0.030035336,0.9204947,0.005300353,0.003533569
-500 to -401,0.002824859,0.299435028,0.214689266,0.209039548,0.016949153,0.056497175
-500 to -401,0,0.002770083,0.013850416,0.95567867,0,0.005540166
-500 to -401,0,0.002838296,0.004570398,0.686137056,0.001106195,0.001683562
-500 to -401,0,0,0.015228426,0.855329949,0,0.005076142
-500 to -401,0,0.002688172,0.018817204,0.962365591,0,0.002688172
-500 to -401,0.001089325,0.016961386,0.149404547,0.630384806,0.004290469,0.051084647
-500 to -401,0,0.004310769,0.018817902,0.583415232,0.000838574,0.007318412
-500 to -401,0,0.181015453,0.047461369,0.573951435,0.011037528,0.030905077
-500 to -401,0,0.003164557,0.034810127,0.844936709,0.001582278,0.02056962
-500 to -401,0.002158362,0.0069194,0.037820338,0.90655843,0.002092805,0.011027214
-500 to -401,0.000764526,0.020041752,0.03314943,0.819719092,0.002314914,0.005707908
-500 to -401,0,0,0.005050505,0.613636364,0.007575758,0.070707071
-500 to -401,0,0.02642051,0.034118992,0.862979179,0.00920899,0.003653435
-500 to -401,0,0.047619048,0.008403361,0.675070028,0.008403361,0.019607843
-500 to -401,0.00071582,0.007874016,0.050823193,0.866141732,0.001431639,0.017179671
-500 to -401,0.003154574,0.041009464,0.116719243,0.347003155,0.006309148,0.362776025
-500 to -401,0,0.004163775,0.025676613,0.768216516,0,0.0111034
-500 to -401,0.00286123,0.007153076,0.025751073,0.60658083,0.008583691,0.014306152
-500 to -401,0.001416431,0,0.011981992,0.598809317,0,0.000914913
-500 to -401,0,0.064066852,0.21448468,0.559888579,0.002785515,0.008356546
-500 to -401,0,0.349425287,0.08045977,0.377011494,0.016091954,0.025287356
-500 to -401,0.001404494,0.011060124,0.046391463,0.896091148,0.003006395,0.007219878
-500 to -401,0,0,0.001831516,0.915757827,0.001372379,0.000456621
-500 to -401,0.000552792,0.03470058,0.01575149,0.856258523,0.003846761,0.004410943
-500 to -401,0,0.067484663,0.015337423,0.771472393,0.007668712,0.012269939
-500 to -401,0,0.001517451,0.001517451,0.930197269,0,0
-500 to -401,0.001601477,0.021643766,0.03869218,0.589663761,0.001225319,0.011390793
-500 to -401,0.000424631,0.003920101,0.070657055,0.675729604,0.00194883,0.020353512
-500 to -401,0,0.259664478,0.00948213,0.649161196,0.000729395,0.002917578
-500 to -401,0.013466551,0.091225022,0.166377063,0.445699392,0.016507385,0.013032146
-500 to -401,0.001216545,0.01946472,0.01703163,0.763990268,0,0.001216545
-500 to -401,0.004573171,0.004573171,0.019817073,0.836890244,0.009146341,0.018292683
-500 to -401,0.001492537,0.074626866,0.13880597,0.670149254,0,0.004477612
-500 to -401,0,0.127478754,0.144475921,0.33427762,0,0.127478754
-500 to -401,0,0.104761905,0.174229692,0.148459384,0.003361345,0.037535014
-500 to -401,0,0.021326354,0.133645235,0.772726721,0,0.018084533
-500 to -401,0,0.002838893,0.006387509,0.971611072,0,0
-500 to -401,0.002293578,0.043577982,0.463302752,0.114678899,0.004587156,0.029816514
-400 to -301,0,0.031114327,0.022431259,0.636034732,0.000723589,0.008683068
-400 to -301,2.16E-05,0.00060935,0.007120978,0.049918573,8.73E-05,0.000347899
-400 to -301,0,0.18445122,0.252286585,0.443597561,0.007621951,0.032012195
-400 to -301,0,0.001851852,0.009259259,0.916666667,0,0.003703704
-400 to -301,0.002217295,0.046563193,0.257206208,0.22172949,0.022172949,0.075388027
-400 to -301,0.000669368,0.005892193,0.021008502,0.869432934,0.001688948,0.035003291
-400 to -301,0.0004914,0.005405405,0.044717445,0.536609337,0.003931204,0.071253071
-400 to -301,0,0.016404691,0.022357072,0.797066581,0.014943328,0.022348161
-400 to -301,0.001396031,0.002239642,0.056408633,0.86428633,0,0.009772216
-400 to -301,0.001250782,0.006656017,0.033423506,0.911889237,0.003640704,0.013424009
-400 to -301,0.000547046,0.386214442,0.130743982,0.27571116,0.032275711,0.030087527
-400 to -301,0.002292939,0.020052413,0.050033694,0.653530085,0.003635239,0.010181901
-400 to -301,0.003021148,0.105740181,0.036253776,0.694864048,0.036253776,0.03021148
-400 to -301,0.021582734,0.035971223,0.14028777,0.154676259,0.064748201,0.089928058
-400 to -301,0.001934236,0.056092843,0.131528046,0.400386847,0.005802708,0.154738878
-400 to -301,0,0.357304252,0.027612262,0.462038391,0.023179468,0.013388561
-400 to -301,0,0.042596349,0.1663286,0.736308316,0,0.010141988
-400 to -301,0.008737864,0.002912621,0.032038835,0.412621359,0.012621359,0.024271845
-400 to -301,0,0.017467249,0.131004367,0.622270742,0.050218341,0.008733624
-400 to -301,0,0.000931966,0.002795899,0.519105312,0.000931966,0.004659832
-400 to -301,0.003472222,0.079861111,0.069444444,0.607638889,0.010416667,0.024305556
-400 to -301,0,0.019178082,0.030136986,0.819178082,0.002739726,0.032876712
-400 to -301,0.00456621,0.00761035,0.02130898,0.765601218,0,0.01065449
-400 to -301,0,0.045454545,0.159090909,0.335858586,0.093434343,0.073232323
-400 to -301,0,0.017662815,0.065493871,0.366814817,0.002337126,0.018710594
-400 to -301,0.002469136,0.087242798,0.149794239,0.661728395,0.004115226,0.023868313
-400 to -301,0.001936733,0.020012912,0.040671401,0.673337637,0.003227889,0.004519045
-400 to -301,0.000717875,0.014357502,0.020818378,0.911701364,0.004307251,0.003589375
-400 to -301,0,0.003257329,0.026058632,0.697068404,0.009771987,0.045602606
-400 to -301,0,0.368877317,0.069578279,0.313570039,0.005882353,0.123806935
-400 to -301,0,0.005945808,0.032193252,0.905030675,0,0.013502045
-400 to -301,0.001508664,0.002740716,0.008862524,0.892846105,0,0.003359794
-400 to -301,0.002881844,0.011527378,0.201729107,0.561959654,0.008645533,0.025936599
-400 to -301,0,0.251596136,0.140182219,0.173527548,0.003267974,0.068965196
-400 to -301,0,0.001631358,0.015133535,0.933229797,0.004975045,0.011789848
-400 to -301,0,0.007352941,0,0.636029412,0.018382353,0.036764706
-400 to -301,0.002227171,0.002227171,0.138084633,0.583518931,0.004454343,0.0155902
-400 to -301,0.007936508,0.404761905,0.063492063,0.083333333,0.003968254,0.007936508
-400 to -301,0.000821018,0.000978474,0.024486293,0.937580125,0.000547345,0.006147785
-400 to -301,0,0.012722646,0.038167939,0.717557252,0.007633588,0.015267176
-400 to -301,0.002251155,0.007497302,0.044092377,0.88086003,0.001134691,0.012567362
-400 to -301,0.000811688,0.004640172,0.021945417,0.897745918,0.003108779,0.005497852
-400 to -301,0.000493462,0.004222436,0.026422946,0.732993344,0.001637318,0.00740198
-400 to -301,0,0.025395034,0.059255079,0.406320542,0.001693002,0.008465011
-400 to -301,0.000306373,0.005845552,0.041080269,0.691791486,0.002432525,0.012518899
-400 to -301,0.000288101,0.006232704,0.04277612,0.736363416,0.002081146,0.01034956
-400 to -301,0.000924214,0.003696858,0,0.953789279,0.002772643,0.002772643
-400 to -301,0.000906939,0.00243309,0.003783791,0.76424182,0.000818022,0.000818022
-400 to -301,0,0.002808989,0.014044944,0.963483146,0,0
-400 to -301,0.000232992,0.024434807,0.054139764,0.879980672,0.004964394,0.002271446
-400 to -301,0,0.002808989,0.014044944,0.963483146,0,0
-400 to -301,0.003528976,0.003533257,0.075404034,0.828921724,0.002646732,0.023390167
-400 to -301,0,0.005514706,0.022058824,0.939338235,0,0.001838235
-400 to -301,0.001197605,0.011377246,0.011377246,0.806586826,0.00239521,0.001796407
-400 to -301,0.000112486,0.008701625,0.02585292,0.898551657,0.000917903,0.002420372
-400 to -301,0.002827553,0.004894071,0.031433925,0.790204705,0.003588588,0.011746367
-400 to -301,0,0.020359328,0.00585645,0.412207721,0.000601832,0.002059814
-400 to -301,0.000989553,0.011740304,0.089166563,0.706607551,0.012095741,0.05702028
-400 to -301,0,0.016248154,0.044313146,0.779911374,0.001477105,0.011816839
-400 to -301,0.001345895,0.144010767,0.068640646,0.730820996,0.00538358,0.00538358
-400 to -301,0,0.032520325,0.008130081,0.902439024,0.008130081,0.008130081
-400 to -301,0,0.055363322,0.006920415,0.830449827,0.003460208,0.006920415
-400 to -301,0,0.06892895,0.039236479,0.709437964,0.005302227,0.003181336
-400 to -301,0.02244898,0.044897959,0.063265306,0.753061224,0.004081633,0.02244898
-400 to -301,0,0.022556391,0.058646617,0.85112782,0.001503759,0
-400 to -301,0,0.022976804,0.029207569,0.646324446,0.003970632,0.020443491
-400 to -301,0,0.022540984,0.008196721,0.454918033,0.282786885,0.008196721
-400 to -301,0.003428571,0,0.008,0.968,0,0.004571429
-400 to -301,0,0.007312614,0.016453382,0.963436929,0.003656307,0.001828154
-400 to -301,0.003464622,0.06109274,0.040682781,0.823583749,0.008215215,0.008116892
-400 to -301,0,0.012195122,0.010162602,0.43495935,0,0.097560976
-400 to -301,0.004000284,0.102068494,0.075052179,0.563865654,0.077522325,0.03157113
-400 to -301,0.002088359,0.020865426,0.056666225,0.813268918,0.011444786,0.027753925
-400 to -301,0.001219512,0.135365854,0.007317073,0.653658537,0.006097561,0.004878049
-400 to -301,0.004754358,0.006339144,0.098256735,0.709984152,0.004754358,0.009508716
-400 to -301,0,0.002874418,0.039077213,0.91190901,0,0.001412429
-400 to -301,0,0.001408451,0.084507042,0.35915493,0.002816901,0.08028169
-400 to -301,0,0,0.025104603,0.376569038,0.016736402,0.041841004
-400 to -301,0.004043296,0.033743017,0.622430168,0.139608939,0.0025,0.105782123
-400 to -301,0.001279591,0.006538661,0.013886767,0.491653339,0.003674053,0.006364081
-400 to -301,0,0.21474359,0.041666667,0.676282051,0,0.003205128
-400 to -301,0,0.050241005,0.138491995,0.556946118,0.036099156,0.015346876
