time_intervals,cerealia,cyperaceae,poeceae ,trees,crops,herbaceous_plants
-1400 to -1301,0,0.004511734,0.03293803,0.92165454,0.001604426,0.004608432
-1400 to -1301,0,0.01980198,0.217821782,0.237623762,0.01320132,0.346534653
-1400 to -1301,0.000726744,0.00872093,0.092296512,0.588662791,0.005087209,0.045784884
-1400 to -1301,0.002816901,0.021126761,0.028169014,0.569014085,0.009859155,0.042253521
-1400 to -1301,0,0.001587302,0.001587302,0.707936508,0,0.001587302
-1400 to -1301,0,0.211640212,0.111111111,0.484126984,0.029100529,0.029100529
-1400 to -1301,0,0.006037245,0.041129355,0.905119477,0.002249366,0.007412228
-1400 to -1301,0,0.048979592,0.016326531,0.795918367,0.012244898,0.004081633
-1400 to -1301,0,0.040322581,0.032258065,0.846774194,0.016129032,0
-1400 to -1301,0,0.002034174,0.002847844,0.960943857,0.000406835,0
-1400 to -1301,0,1.00E-04,0.006919372,0.40632515,5.00E-05,0
-1400 to -1301,0,0.007100592,0,0.876923077,0,0.001183432
-1400 to -1301,0,0.001442186,0.022283436,0.827398469,0.000262467,0.005590542
-1400 to -1301,0,0.049681529,0.029936306,0.748407643,0,0
-1400 to -1301,0,0.0176,0.008,0.8864,0,0.0016
-1400 to -1301,0,0.084926884,0.113048369,0.579302587,0.007311586,0.01856018
-1400 to -1301,0,0.012690355,0.002538071,0.960659898,0,0
-1400 to -1301,0,0.097902098,0.212121212,0.029137529,0.004662005,0.020979021
-1300 to -1201,0,0.006849401,0.004717645,0.724365955,0.000815661,0.002131756
-1300 to -1201,0,4.49E-05,0.002380899,0.030390153,2.25E-05,0.000202152
-1300 to -1201,0.00159109,0.163882259,0.162291169,0.561654733,0.00159109,0.028639618
-1300 to -1201,0.002688172,0.075268817,0.107526882,0.489247312,0.134408602,0.040322581
-1300 to -1201,0,0.005210454,0.026385569,0.456739522,0.001143347,0.015966771
-1300 to -1201,0.004310345,0.012931034,0.004310345,0.818965517,0.00862069,0
-1300 to -1201,0.000563063,0.007378104,0.054535936,0.8671473,0.001949385,0.015579466
-1300 to -1201,0,0.004030358,0.020577497,0.939857663,0.00370945,0.005687298
-1300 to -1201,0.002697842,0.022482014,0.081834532,0.793165468,0,0.010791367
-1300 to -1201,0,0.062749004,0.033864542,0.574701195,0.003984064,0.011952191
-1300 to -1201,0,0.035519126,0.024590164,0.695355191,0.00136612,0.012295082
-1300 to -1201,0.000560224,0.271148459,0.066106443,0.253781513,0.165826331,0.01232493
-1300 to -1201,0.004830918,0.033816425,0.144927536,0.618357488,0.007246377,0.033816425
-1300 to -1201,0,0.116919851,0.030901946,0.705625264,0.014926688,0.024883688
-1300 to -1201,0.001785714,0.11875,0.039285714,0.448214286,0.002678571,0.160714286
-1300 to -1201,0.000633714,0.007090385,0.012064289,0.741627686,0.001901141,0.001960908
-1300 to -1201,0,0.005698006,0.0997151,0.512820513,0.071225071,0.094017094
-1300 to -1201,0,0.17370892,0.05399061,0.330985915,0.009389671,0.178403756
-1300 to -1201,0,0.299544419,0.041002278,0.509111617,0.007972665,0.006833713
-1300 to -1201,0,0.00228833,0.185354691,0.661327231,0.004576659,0.011441648
-1300 to -1201,0,0.039473684,0.034210526,0.868421053,0.002631579,0.005263158
-1300 to -1201,0,0.073770492,0.363934426,0.436065574,0.036065574,0.009836066
-1300 to -1201,0,0.009836066,0.003825137,0.500546448,0,0.000546448
-1300 to -1201,0,0.080357143,0.053571429,0.675595238,0.00297619,0.005952381
-1300 to -1201,0,0.08988764,0.04494382,0.671348315,0.025280899,0.033707865
-1300 to -1201,0,0.008635579,0.036845135,0.562464018,0.00115141,0.004029937
-1300 to -1201,0,0.02585034,0.161904762,0.650340136,0.001360544,0.001360544
-1300 to -1201,0,0.217360115,0.149928264,0.553802009,0.007173601,0.017934003
-1300 to -1201,0,0.00886382,0.051571313,0.899274778,0.005640612,0.012892828
-1300 to -1201,0.001980198,0.00990099,0.009240924,0.930033003,0,0.00990099
-1300 to -1201,0,0.007975035,0.018377254,0.91851595,0.000693481,0.002080444
-1300 to -1201,0,0.233918129,0.128654971,0.409356725,0.005847953,0.011695906
-1300 to -1201,0,0.501976285,0.023715415,0.114624506,0,0.011857708
-1300 to -1201,0,0.010457557,0.024347895,0.722615082,0,0.003856273
-1300 to -1201,0.000711238,0.017675756,0.034696372,0.908727185,0.000704225,0.013436379
-1300 to -1201,0,0.010309278,0,0.829896907,0,0.007731959
-1300 to -1201,0,0.004756634,0.047265324,0.759454245,0.004766882,0.014881822
-1300 to -1201,0,0.12435567,0.038659794,0.514819588,0.003221649,0.005798969
-1300 to -1201,0.000345262,0.006012393,0.037240107,0.791276699,0.001062694,0.005748231
-1300 to -1201,0.000179727,0.007586752,0.028055707,0.77875353,0.000591752,0.004086055
-1300 to -1201,0,0.064356436,0.004950495,0.896039604,0.004950495,0.00990099
-1300 to -1201,0,0,0.002805049,0.789621318,0,0.001402525
-1300 to -1201,0,0.001803427,0.009017133,0.878268711,0.001803427,0
-1300 to -1201,0,0.013252881,0.132126482,0.697693901,0.005373045,0.039717465
-1300 to -1201,0,0.007168459,0.016129032,0.946236559,0,0
-1300 to -1201,0,0,0.2875,0.65625,0,0.0125
-1300 to -1201,0.002158416,0.003593242,0.020124626,0.821908587,0.001434827,0.00788537
-1300 to -1201,0.0004847,0.005797621,0.010436593,0.681429858,0.001287501,0.003935388
-1300 to -1201,0,0.001904762,0.062857143,0.864761905,0.003809524,0.034285714
-1300 to -1201,0,0.007822686,0.028031291,0.917861799,0.001955671,0.01303781
-1300 to -1201,0,0.018099548,0.076923077,0.794117647,0.011312217,0.013574661
-1300 to -1201,0,0.095833333,0.004166667,0.8125,0.004166667,0.004166667
-1300 to -1201,0.003731343,0.082089552,0.014925373,0.869402985,0.003731343,0
-1300 to -1201,0.004854369,0.069174757,0.188106796,0.492718447,0.004854369,0.059466019
-1300 to -1201,0,0.011627907,0.029069767,0.784883721,0,0.01744186
-1300 to -1201,0,0.014492754,0.024154589,0.579710145,0.004830918,0.019323671
-1300 to -1201,0,0.009104704,0.054628225,0.84522003,0,0.003034901
-1300 to -1201,0,0.039170507,0.039170507,0.746543779,0.004608295,0.020737327
-1300 to -1201,0.001647446,0.008237232,0.009884679,0.930807249,0.008237232,0.009884679
-1300 to -1201,0,0.016267943,0.026794258,0.908133971,0,0.004784689
-1300 to -1201,0.000959693,0.0341505,0.024596415,0.885832962,0.006070914,0.0052676
-1300 to -1201,0.001350439,0.240378123,0.103983795,0.579338285,0.006076975,0.010803511
-1300 to -1201,0.003919956,0.235224781,0.049808114,0.303001645,0.082771382,0.048423794
-1300 to -1201,0,0.016129032,0.065464896,0.821631879,0.001897533,0.000948767
-1300 to -1201,0,0.020706261,0.103619011,0.742166384,0.006314732,0.017827955
-1300 to -1201,0.001404494,0.00491573,0.01755618,0.639747191,0.003511236,0.000702247
-1300 to -1201,0,0.002438005,0.139354376,0.728784381,0,0.005841261
-1300 to -1201,0,0.004987531,0.094763092,0.805486284,0.002493766,0.002493766
-1300 to -1201,0,0,0,0.112676056,0,0
-1300 to -1201,0,0.010840108,0.054200542,0.322493225,0.002710027,0.482384824
-1300 to -1201,0.002152853,0.091496233,0.049515608,0.738428418,0.002152853,0.003229279
-1300 to -1201,0,0.004140246,0.006580603,0.406756971,0.006952993,0.003741565
-1300 to -1201,0,0.054313099,0.015974441,0.878594249,0,0.009584665
-1300 to -1201,0,0.037878788,0.128787879,0.601010101,0.007575758,0.136363636
-1300 to -1201,0.003623188,0.028985507,0.076086957,0.753623188,0.010869565,0
-1300 to -1201,0,0.270358306,0.008143322,0.33713355,0.004885993,0.008143322
-1300 to -1201,0,0.002506266,0.005012531,0.651629073,0.002506266,0.040100251
-1300 to -1201,0,0.00399832,0.01509378,0.827471767,0.00187066,0.0061927
-1300 to -1201,0.001984127,0.017857143,0.025793651,0.867063492,0,0.01984127
-1300 to -1201,0,0.012012012,0.010510511,0.8003003,0.001501502,0.001501502
-1300 to -1201,0,0.006289308,0.012578616,0.974842767,0,0
-1300 to -1201,0,0.002087327,0.016718159,0.915790366,0,0.003656876
-1300 to -1201,0,0.00309119,0.00927357,0.955177743,0.001545595,0.00618238
-1300 to -1201,0,0.211317508,0.203326183,0.166544163,0.012377775,0.071249503
-1300 to -1201,0,0,0.026819923,0.938697318,0,0.007662835
-1300 to -1201,0,0.0129683,0.007204611,0.717579251,0.001440922,0.002881844
-1300 to -1201,0,0.003514938,0.012302285,0.810193322,0,0.007029877
-1300 to -1201,0.000736377,0.004418262,0.008495183,0.941611438,0,0.000868056
-1300 to -1201,0,0.007009346,0.156542056,0.581775701,0.009345794,0.091121495
-1300 to -1201,0,0.010434402,0.018802932,0.547941788,0.002092133,0.019855564
-1300 to -1201,0,0.027816412,0.09596662,0.592489569,0.008344924,0.005563282
-1300 to -1201,0.001584786,0.00792393,0.031695721,0.812995246,0.003169572,0.017432647
-1300 to -1201,0.001120453,0.004836309,0.022618857,0.949245422,0.001481633,0.003882466
-1300 to -1201,0,0.013479614,0.05267833,0.441992692,0.001950616,0.009709407
-1300 to -1201,0,0.00862069,0.005747126,0.704022989,0.011494253,0.045977011
-1300 to -1201,0,0.028680688,0.053537285,0.871892925,0.017208413,0
-1300 to -1201,0,0.244999221,0.018482391,0.493815494,0.006160797,0.020917583
-1300 to -1201,0.00147929,0.038461538,0.026627219,0.73964497,0.00739645,0.019230769
-1300 to -1201,0.000875657,0.000437828,0.015431474,0.413177844,0.000798839,0.000437828
-1300 to -1201,0,0.156862745,0.081232493,0.518207283,0.008403361,0.019607843
-1300 to -1201,0,0.005797101,0.020289855,0.926086957,0,0.010144928
-1300 to -1201,0,0.082608696,0.07826087,0.67826087,0.026086957,0.02173913
-1300 to -1201,0,0.000755858,0.003779289,0.976946334,0,0.000755858
-1300 to -1201,0,0.000904641,0.009878559,0.808282216,0.001189061,0.001300995
-1300 to -1201,0.005791506,0.144787645,0.077220077,0.72972973,0.005791506,0.00965251
-1300 to -1201,0.000719424,0.115827338,0.085611511,0.428057554,0.004316547,0.032374101
-1300 to -1201,0,0.003255001,0.047918757,0.738709686,0.001401665,0.007948929
-1300 to -1201,0,0.031593407,0.009615385,0.911401099,0,0
-1300 to -1201,0.009959258,0.188320507,0.163875057,0.435491172,0.010411951,0.019918515
-1300 to -1201,0.008894536,0.008894536,0.015247776,0.805590851,0.001270648,0.01270648
-1300 to -1201,0,0.087048832,0.115180467,0.535562633,0.018046709,0.017515924
-1300 to -1201,0.004694836,0.191314554,0.158450704,0.219483568,0.001173709,0.066901408
-1300 to -1201,0.0003861,0.051112362,0.144105429,0.695094995,0.000369004,0.014609538
-1300 to -1201,0,0.053412463,0.111275964,0.516320475,0.00148368,0.034124629
-1300 to -1201,0,0.053445851,0.012658228,0.88045007,0.00140647,0.004219409
-1300 to -1201,0,0.010648596,0.011616651,0.955469506,0,0
-1300 to -1201,0.000921689,0.06572839,0.174378542,0.022588399,0.011596745,0.009134224
-1200 to -1101,0,0.008637236,0.000959693,0.769673704,0,0.001919386
-1200 to -1101,0,4.30E-05,0.003013475,0.061216583,4.30E-05,0.000215248
-1200 to -1101,0,0.250893921,0.147794994,0.477353993,0.016090584,0.033373063
-1200 to -1101,0,0.005806028,0.009928554,0.957382771,0.001219512,0.001683502
-1200 to -1101,0,0.093607306,0.155251142,0.452054795,0.152968037,0.034246575
-1200 to -1101,0.00049334,0.003946719,0.021706956,0.481499753,0.002960039,0.021213616
-1200 to -1101,0.005988024,0.011976048,0.026946108,0.754491018,0.011976048,0.01497006
-1200 to -1101,0.001265823,0.010358966,0.060520034,0.85649614,0.000863247,0.014195165
-1200 to -1101,0,0.005667945,0.024641102,0.939302724,0.004991813,0.004435071
-1200 to -1101,0,0.017964072,0.03742515,0.856287425,0.013473054,0.016467066
-1200 to -1101,0,0.008072654,0.018163471,0.325933401,0,0.003027245
-1200 to -1101,0.00089955,0.405997001,0.034482759,0.15802099,0.164017991,0.008995502
-1200 to -1101,0,0.045576408,0.109919571,0.656836461,0,0.032171582
-1200 to -1101,0.003355705,0.083892617,0.023489933,0.768456376,0.003355705,0.023489933
-1200 to -1101,0,0.00674032,0.004423901,0.714780958,0.00088478,0.002654341
-1200 to -1101,0.00245098,0.004901961,0.195011069,0.307194813,0.023481973,0.109859266
-1200 to -1101,0,0.002680965,0.024128686,0.530831099,0,0.021447721
-1200 to -1101,0,0.084375,0.015625,0.725,0.00625,0.00625
-1200 to -1101,0,0.005830904,0.134110787,0.728862974,0,0.026239067
-1200 to -1101,0.004166667,0.025,0.035416667,0.9,0,0.0125
-1200 to -1101,0,0.008888889,0.008888889,0.773333333,0.002222222,0.002222222
-1200 to -1101,0,0.003536068,0.00990099,0.719943423,0.000707214,0
-1200 to -1101,0,0.04719764,0.064896755,0.743362832,0,0.01179941
-1200 to -1101,0.002369668,0.030716266,0.193865689,0.267489344,0.035045754,0.300962771
-1200 to -1101,0.000532481,0.024726883,0.15792833,0.630765609,0,0.003548406
-1200 to -1101,0,0.034410112,0.040730337,0.643258427,0.00491573,0.00491573
-1200 to -1101,0,0.007204611,0.037463977,0.903458213,0,0.011527378
-1200 to -1101,0.005181347,0.134715026,0.119170984,0.238341969,0,0.020725389
-1200 to -1101,0,0.003407155,0.011925043,0.954003407,0,0.003407155
-1200 to -1101,0,0.007317073,0.007317073,0.595121951,0.014634146,0.041463415
-1200 to -1101,0.003516774,0.20373186,0.11417464,0.25844273,0.003597122,0.044321244
-1200 to -1101,0,0.005319149,0.008865248,0.895390071,0,0.005319149
-1200 to -1101,0,0.146927872,0.040071238,0.777382012,0,0.00445236
-1200 to -1101,0.000809061,0.021804576,0.0395734,0.863912054,0.004917543,0.022318599
-1200 to -1101,0.000723736,0.004550789,0.064984505,0.733282643,0.002880247,0.023877551
-1200 to -1101,0,0.067704807,0.061611374,0.513879485,0.002708192,0.00338524
-1200 to -1101,0,0.005676183,0.029468465,0.81835636,0.001776901,0.007586505
-1200 to -1101,0,0.006286102,0.021929634,0.759934952,0.000877275,0.003534399
-1200 to -1101,0.000887311,0.002661934,0.052351375,0.899733807,0.000887311,0.005323869
-1200 to -1101,0,0,0.001618123,0.749190939,0,0.004854369
-1200 to -1101,0,0.002898551,0.01884058,0.926086957,0,0.007246377
-1200 to -1101,0,0.007428041,0.00371402,0.837511606,0.00185701,0.000928505
-1200 to -1101,0,0.002898551,0.01884058,0.926086957,0,0.007246377
-1200 to -1101,0,0.035502959,0.017751479,0.896449704,0.00295858,0.00887574
-1200 to -1101,0,0.011971269,0.11971269,0.720670391,0.007980846,0.035115722
-1200 to -1101,0,0.003710575,0.012987013,0.93877551,0.003710575,0.001855288
-1200 to -1101,0,0,0.293785311,0.525423729,0,0.016949153
-1200 to -1101,0.002427184,0.00548062,0.023723412,0.805522617,0.00157242,0.007862101
-1200 to -1101,0.000139823,0.009084807,0.012645821,0.610754996,0.002974351,0.003944314
-1200 to -1101,0,0.008510638,0.030638298,0.913191489,0.002553191,0.017021277
-1200 to -1101,0,0.035369775,0.042604502,0.725884244,0.000803859,0.00562701
-1200 to -1101,0,0.044502618,0.047120419,0.812827225,0.002617801,0.006544503
-1200 to -1101,0,0.005537099,0.084163898,0.246954596,0.004429679,0.024363234
-1200 to -1101,0,0.027522936,0.094036697,0.743119266,0.002293578,0.016055046
-1200 to -1101,0,0.079320113,0.033994334,0.798866856,0.019830028,0.016997167
-1200 to -1101,0,0.059760956,0.007968127,0.860557769,0,0.007968127
-1200 to -1101,0,0.024498886,0.042316258,0.663697105,0.006681514,0.033407572
-1200 to -1101,0,0.009615385,0.016025641,0.641025641,0.009615385,0.009615385
-1200 to -1101,0,0.012711864,0.073446328,0.822033898,0,0.002824859
-1200 to -1101,0,0.030075188,0.030075188,0.73433584,0.005012531,0.025062657
-1200 to -1101,0,0.017449284,0.021891403,0.866479288,0.010595475,0.015294723
-1200 to -1101,0,0.008211969,0.087571909,0.826021249,0.002602789,0.027304168
-1200 to -1101,0,0.030033007,0.024422881,0.908000377,0.003300657,0.002145923
-1200 to -1101,0.002890173,0.201148682,0.104323256,0.320462982,0.200036012,0.040046908
-1200 to -1101,0,0.002941176,0.022058824,0.894117647,0,0.008823529
-1200 to -1101,0.001220504,0.015002589,0.02782336,0.651372439,0.003445521,0.004129595
-1200 to -1101,0.001440503,0.003953228,0.255912328,0.616317406,0.000678674,0.003796368
-1200 to -1101,0,0.008902077,0.086053412,0.818991098,0.002967359,0.026706231
-1200 to -1101,0,0.006253783,0.00801799,0.540466397,0.004154434,0.003004047
-1200 to -1101,0.000852515,0.036658142,0.011935209,0.390451833,0.004262575,0.024722933
-1200 to -1101,0.00097561,0.215609756,0.015609756,0.289756098,0,0.00195122
-1200 to -1101,0,0.013351135,0.040053405,0.786381842,0.002670227,0.002670227
-1200 to -1101,0,0.019354839,0.032258065,0.890322581,0,0.015053763
-1200 to -1101,0,0.011705686,0.008361204,0.802675585,0,0.011705686
-1200 to -1101,0,0.002466852,0.02528523,0.872032069,0.001233426,0.003083565
-1200 to -1101,0,0,0.015197568,0.972644377,0,0.006079027
-1200 to -1101,0.000932836,0.154850746,0.083955224,0.703358209,0.009328358,0.003731343
-1200 to -1101,0,0.084745763,0.025423729,0.737288136,0,0
-1200 to -1101,0.008163265,0.081632653,0.171428571,0.52244898,0.020408163,0.073469388
-1200 to -1101,0,0.009653262,0.007894116,0.773434189,0.00069541,0.001390821
-1200 to -1101,0,0,0.00678733,0.538461538,0,0.020361991
-1200 to -1101,0,0,0.019900498,0.975124378,0,0.004975124
-1200 to -1101,0,0.003861004,0.158301158,0.592664093,0.005791506,0.090733591
-1200 to -1101,0,0.002506266,0.015037594,0.711779449,0.005012531,0.010025063
-1200 to -1101,0,0.014836795,0.026706231,0.660237389,0.005934718,0
-1200 to -1101,0.001236094,0.014833127,0.037082818,0.618046972,0.002472188,0.013597033
-1200 to -1101,0,0.307692308,0.044642857,0.596840659,0.000686813,0.015796703
-1200 to -1101,0,0,0.00280112,0.934640523,0.001867414,0
-1200 to -1101,0.001434113,0.004927367,0.028501964,0.928686987,0.001885166,0.008881041
-1200 to -1101,0,0.083018898,0.064020743,0.686628468,0.002000648,0.022989449
-1200 to -1101,0,0.046849758,0.027463651,0.880452342,0.016155089,0
-1200 to -1101,0,0.230769231,0.01994302,0.527065527,0.008547009,0.01994302
-1200 to -1101,0.000451365,0.005448742,0.021133437,0.921705879,0.002830596,0.004354654
-1200 to -1101,0,0.102167183,0.297213622,0.226006192,0.018575851,0.219814241
-1200 to -1101,0.003213175,0.011225191,0.156647679,0.523541158,0.003852347,0.070332023
-1200 to -1101,0,0.074157303,0.143820225,0.586516854,0.002247191,0.015730337
-1200 to -1101,0,0.281079628,0.051333955,0.540080494,0.005442384,0.022977897
-1200 to -1101,0.000866551,0.004303796,0.03146984,0.92627187,0.002151898,0.007322246
-1200 to -1101,0,0.098055282,0.059934812,0.591627517,0,0.006327616
-1200 to -1101,0,0.019417476,0.004854369,0.95631068,0.004854369,0
-1200 to -1101,0,0.003851284,0.009587738,0.849256061,0.001354502,0.000871697
-1200 to -1101,0,0.010638298,0.001182033,0.923167849,0,0
-1200 to -1101,0.001108647,0.006097561,0.161862528,0.322616408,0.001108647,0.027716186
-1200 to -1101,0,0.004130423,0.042626803,0.766559378,0.002051815,0.009668183
-1200 to -1101,0,0.099052541,0.030146425,0.748492679,0,0
-1200 to -1101,0,0.030448718,0,0.889423077,0,0.001602564
-1200 to -1101,0.001212121,0.001212121,0.004848485,0.871515152,0,0.001212121
-1200 to -1101,0.000474383,0.085863378,0.124762808,0.514231499,0.015180266,0.016603416
-1200 to -1101,0,0.007005254,0.11558669,0.691768827,0,0.007005254
-1200 to -1101,0,0.020981626,0.109515768,0.805009819,0.000484496,0.002443411
-1200 to -1101,0,0.05834684,0.207455429,0.40356564,0.004862237,0.040518639
-1200 to -1101,0,0.00104712,0.010471204,0.965445026,0,0
-1200 to -1101,0.000770695,0.02969134,0.179271449,0.078925524,0.003327112,0.019979039
-1100 to -1001,0.001456664,0.047341588,0.032046613,0.640932265,0.001456664,0.008739985
-1100 to -1001,0,8.96E-05,0.002664159,0.032887814,0.000358206,0.000268655
-1100 to -1001,0,0.316272332,0.156446161,0.370835345,0.018348624,0.048768711
-1100 to -1001,0,0.100222717,0.135857461,0.385300668,0.046770601,0.069042316
-1100 to -1001,0.004360465,0.013081395,0.034883721,0.757267442,0,0
-1100 to -1001,0.004432184,0.147838023,0.311981944,0.16521303,0.021450821,0.066308537
-1100 to -1001,0.001305483,0.011749347,0.015665796,0.720626632,0,0.002610966
-1100 to -1001,0,0.004813021,0.019906441,0.514693166,0.002202785,0.019654552
-1100 to -1001,0,0.011976048,0.023952096,0.808383234,0.011976048,0.020958084
-1100 to -1001,0.001788909,0.013416816,0.097495528,0.795169946,0.000894454,0.026833631
-1100 to -1001,0.000473934,0.004372525,0.02169429,0.949303475,0.003394051,0.004372525
-1100 to -1001,0,0.117106774,0.030998852,0.637198622,0.001148106,0.010332951
-1100 to -1001,0,0.002945508,0.005891016,0.450662739,0,0.002945508
-1100 to -1001,0.002020202,0.517575758,0.044040404,0.256161616,0.050909091,0.011313131
-1100 to -1001,0,0.050970874,0.15776699,0.594660194,0.002427184,0.024271845
-1100 to -1001,0,0.069026169,0.021621622,0.817031317,0.007679108,0.010767911
-1100 to -1001,0,0.012465374,0.011080332,0.815789474,0,0.002770083
-1100 to -1001,0,0.033333333,0.022222222,0.138095238,0,0.303174603
-1100 to -1001,0,0.059171598,0.029585799,0.878698225,0,0.00295858
-1100 to -1001,0.001813504,0.021751456,0.056006075,0.788507576,0.003146778,0.002987213
-1100 to -1001,0.001547988,0.069659443,0.27244582,0.495356037,0.043343653,0.017027864
-1100 to -1001,0,0.004112406,0.004112406,0.629883482,0.000685401,0.000685401
-1100 to -1001,0,0.084705882,0.025882353,0.767058824,0.002352941,0.009411765
-1100 to -1001,0,0.139465875,0.038575668,0.640949555,0.005934718,0.017804154
-1100 to -1001,0.010835913,0.001547988,0.026315789,0.781733746,0.001547988,0.00619195
-1100 to -1001,0.001539769,0.064623062,0.183318677,0.443386775,0.032561642,0.069143761
-1100 to -1001,0,0.037422037,0.193347193,0.498960499,0,0.013513514
-1100 to -1001,0,0.137764933,0.225433526,0.526974952,0,0.014450867
-1100 to -1001,0,0.006410256,0.041310541,0.931623932,0.000712251,0.004985755
-1100 to -1001,0,0.022193211,0.01305483,0.839425587,0.015665796,0.035248042
-1100 to -1001,0,0.012680372,0.041340693,0.886172744,0,0.019634475
-1100 to -1001,0,0.010467779,0.035328754,0.878966307,0.000654236,0.004252535
-1100 to -1001,0,0.013513514,0.045045045,0.650900901,0.013513514,0.022522523
-1100 to -1001,0,0.153005464,0.174863388,0.229508197,0.021857923,0.06557377
-1100 to -1001,0,0.004680187,0.009360374,0.951638066,0,0.001560062
-1100 to -1001,0,0.00174216,0.008710801,0.952961672,0,0.013937282
-1100 to -1001,0,0,0.039279535,0.896372118,0,0.011288559
-1100 to -1001,0.002230109,0.014085875,0.060080002,0.852126061,0.009034891,0.019594673
-1100 to -1001,0,0.016949153,0.010169492,0.827118644,0,0
-1100 to -1001,0.000378215,0.004600291,0.045624698,0.797854608,0.002300146,0.007687723
-1100 to -1001,0.000253232,0.006767987,0.032714199,0.821955322,0.001687872,0.006163717
-1100 to -1001,0.000186057,0.007719872,0.027827834,0.789227631,0.000647597,0.004132764
-1100 to -1001,0,0.118343195,0.041420118,0.816568047,0.017751479,0
-1100 to -1001,0,0.001794441,0.005402387,0.832023278,0.000639795,0.001670827
-1100 to -1001,0,0.003266692,0.005602285,0.810408951,0.001862197,0.000468165
-1100 to -1001,0,0.005208333,0.018229167,0.927083333,0.005208333,0.015625
-1100 to -1001,0,0,0.009541985,0.95610687,0,0
-1100 to -1001,0.000878735,0.023725835,0.024604569,0.904217926,0,0.004393673
-1100 to -1001,0,0,0.268292683,0.682926829,0,0
-1100 to -1001,0,0.017366136,0.037626628,0.7829233,0.005788712,0.013024602
-1100 to -1001,0.000733458,0.00983515,0.009653144,0.608953816,0.000917091,0.005356161
-1100 to -1001,0.000331785,0.006695875,0.03469574,0.914130048,0.001487972,0.012647765
-1100 to -1001,0,0.025229358,0.055045872,0.693807339,0.003440367,0.013761468
-1100 to -1001,0,0.001490313,0.15052161,0.304023845,0.005961252,0.022354694
-1100 to -1001,0.001154734,0.090069284,0.020785219,0.815242494,0.004618938,0.006928406
-1100 to -1001,0.001468429,0.185756241,0.196035242,0.496328928,0.004405286,0.012481645
-1100 to -1001,0,0.028680688,0.04206501,0.699808795,0.013384321,0.04206501
-1100 to -1001,0.001828154,0.175502742,0.085923218,0.619744059,0.010968921,0.031078611
-1100 to -1001,0,0.023703704,0.047407407,0.84,0.001481481,0.007407407
-1100 to -1001,0.006134969,0.014314928,0.026584867,0.63599182,0.014314928,0.034764826
-1100 to -1001,0.002212389,0.039823009,0.048672566,0.831858407,0.002212389,0.017699115
-1100 to -1001,0.002280502,0.041049031,0.025085519,0.819840365,0.003420753,0.01368301
-1100 to -1001,0,0.157647059,0.251764706,0.2,0.08,0.24
-1100 to -1001,0,0.029761428,0.025044447,0.885294871,0.005565878,0.006602973
-1100 to -1001,0.001039501,0.129606747,0.144862522,0.436303476,0.061734649,0.034203976
-1100 to -1001,0.00178794,0.01804098,0.07211359,0.754469013,0,0.024696789
-1100 to -1001,0,0.014101058,0.008225617,0.719153937,0.001175088,0.004700353
-1100 to -1001,0.000679348,0.006965919,0.120724854,0.614195245,0,0.005607224
-1100 to -1001,0,0.005909395,0.092573281,0.749450339,0.005909395,0.035056617
-1100 to -1001,0.001142857,0.016,0.038857143,0.508571429,0.001142857,0.016
-1100 to -1001,0.000877648,0.010892172,0.007883277,0.476586517,0.003748083,0.003987293
-1100 to -1001,0.003768892,0.058957809,0.180878463,0.485525819,0.023787783,0.173180101
-1100 to -1001,0,0.019157088,0.084291188,0.781609195,0.011494253,0.003831418
-1100 to -1001,0.000583431,0.200702223,0.008013219,0.365354966,0.005415162,0.003610108
-1100 to -1001,0,0.004728132,0.030732861,0.73286052,0.011820331,0.054373522
-1100 to -1001,0,0.004132231,0.023415978,0.805785124,0.00137741,0.009641873
-1100 to -1001,0,0.009451796,0.035916824,0.871455577,0,0.020793951
-1100 to -1001,0,0.002890173,0.018786127,0.630057803,0.00433526,0.00433526
-1100 to -1001,0,0.002994012,0.02994012,0.937125749,0.002994012,0.008982036
-1100 to -1001,0.000300571,0.001502855,0.026450255,0.882176135,0,0.004809137
-1100 to -1001,0,0,0.008888889,0.977777778,0,0.004444444
-1100 to -1001,0.000752445,0.0496614,0.051918736,0.810383747,0.009781791,0.009029345
-1100 to -1001,0,0.005597015,0.018656716,0.934701493,0,0.013059701
-1100 to -1001,0.001095295,0.072530807,0.197810203,0.564787451,0.008903749,0.042215217
-1100 to -1001,0,0.027472527,0.024725275,0.901098901,0.008241758,0.010989011
-1100 to -1001,0,0.001964637,0.002390769,0.744223692,0.001964637,0.005615817
-1100 to -1001,0,0.008454106,0.016988136,0.922465544,0,0.010318983
-1100 to -1001,0.002262443,0.013574661,0.167420814,0.479638009,0.009049774,0.106334842
-1100 to -1001,0,0.007658643,0.025164114,0.650984683,0.003282276,0.008752735
-1100 to -1001,0.000658762,0.461791831,0.042819499,0.420948617,0.002635046,0.020421607
-1100 to -1001,0.003539354,0.009739798,0.068037674,0.84212863,0.003945623,0.027691238
-1100 to -1001,0,0.014988928,0.08159369,0.471888489,0.000662252,0.01079909
-1100 to -1001,0.002680965,0,0.010723861,0.686327078,0.013404826,0.064343164
-1100 to -1001,0,0.032727273,0.043636364,0.863636364,0.009090909,0.001818182
-1100 to -1001,0,0.117553824,0.059458111,0.494941858,0.012399739,0.023575239
